city;area;rooms;bathroom;parking spaces;floor;animal;furniture;rent
São Paulo;85;2;1;1;1;not acept;not furnished;1829
Belo Horizonte;200;3;3;0;0;acept;not furnished;1830
Rio de Janeiro;55;1;1;1;5;not acept;not furnished;1830
Campinas;90;2;1;0;0;not acept;not furnished;1831
Rio de Janeiro;30;1;1;0;2;acept;furnished;1831
São Paulo;65;2;1;1;2;acept;not furnished;1832
Porto Alegre;89;3;1;0;3;acept;not furnished;1833
Rio de Janeiro;90;2;2;1;3;acept;not furnished;1833
São Paulo;81;1;1;1;8;acept;not furnished;1833
Porto Alegre;68;1;1;1;1;not acept;furnished;1834
Rio de Janeiro;31;1;1;0;5;acept;not furnished;1835
São Paulo;55;2;1;1;14;acept;not furnished;1837
São Paulo;68;2;1;0;12;acept;not furnished;1837
São Paulo;79;3;2;0;2;acept;furnished;1837
Campinas;85;2;2;0;6;not acept;not furnished;1838
Porto Alegre;98;2;2;1;2;acept;not furnished;1838
Belo Horizonte;80;3;2;2;8;acept;not furnished;1840
São Paulo;50;2;1;0;3;acept;furnished;1840
Belo Horizonte;92;3;2;1;1;acept;not furnished;1842
São Paulo;68;2;1;1;4;acept;not furnished;1842
São Paulo;140;2;1;0;0;acept;not furnished;1842
Belo Horizonte;32;1;1;1;9;acept;not furnished;1843
Belo Horizonte;32;1;1;1;8;acept;not furnished;1843
São Paulo;43;2;2;0;0;not acept;furnished;1843
Campinas;64;1;1;0;3;acept;not furnished;1844
Campinas;55;2;1;1;1;acept;not furnished;1845
Porto Alegre;40;1;1;1;2;acept;furnished;1845
Rio de Janeiro;65;2;1;0;4;acept;not furnished;1845
Rio de Janeiro;90;2;2;0;4;acept;not furnished;1845
São Paulo;60;2;1;1;5;acept;not furnished;1846
Rio de Janeiro;70;2;1;1;15;acept;not furnished;1847
Porto Alegre;72;2;2;1;2;acept;not furnished;1848
São Paulo;75;2;1;0;0;acept;not furnished;1848
Belo Horizonte;32;1;1;1;9;acept;not furnished;1849
São Paulo;45;1;1;0;11;acept;not furnished;1849
São Paulo;50;2;1;1;12;acept;not furnished;1849
Porto Alegre;50;2;1;1;4;acept;not furnished;1850
Rio de Janeiro;40;1;1;0;9;acept;not furnished;1850
São Paulo;32;1;1;0;0;not acept;not furnished;1850
Belo Horizonte;105;3;2;1;3;not acept;not furnished;1851
Rio de Janeiro;65;2;1;1;4;acept;not furnished;1851
São Paulo;50;2;3;0;0;not acept;not furnished;1851
Rio de Janeiro;100;2;3;0;1;acept;not furnished;1852
Belo Horizonte;70;3;2;1;2;acept;not furnished;1853
Porto Alegre;62;2;1;1;6;not acept;not furnished;1854
Campinas;50;2;1;1;2;acept;not furnished;1855
Porto Alegre;42;1;1;1;3;acept;not furnished;1855
Porto Alegre;55;2;1;1;4;acept;not furnished;1855
Porto Alegre;70;3;1;1;13;acept;not furnished;1855
Porto Alegre;75;2;2;0;9;not acept;not furnished;1856
Rio de Janeiro;78;2;2;1;2;acept;not furnished;1856
Campinas;45;1;1;1;3;acept;furnished;1857
Porto Alegre;40;1;1;1;7;acept;furnished;1857
Rio de Janeiro;45;2;1;0;15;acept;not furnished;1857
Rio de Janeiro;67;2;1;1;2;acept;not furnished;1857
São Paulo;130;2;3;3;0;acept;not furnished;1858
Rio de Janeiro;42;1;1;0;8;acept;not furnished;1859
Rio de Janeiro;47;2;1;1;4;acept;not furnished;1859
Rio de Janeiro;60;2;2;1;2;not acept;not furnished;1859
Belo Horizonte;98;3;2;1;2;not acept;not furnished;1860
Campinas;74;3;2;1;17;acept;not furnished;1860
Porto Alegre;48;2;1;1;1;acept;not furnished;1861
São Paulo;50;2;1;1;15;acept;not furnished;1862
São Paulo;90;3;2;0;0;acept;not furnished;1862
Campinas;54;2;1;1;10;acept;not furnished;1863
São Paulo;60;2;3;2;6;not acept;not furnished;1863
Belo Horizonte;70;2;2;2;1;not acept;not furnished;1864
Porto Alegre;75;2;2;1;3;acept;not furnished;1864
Rio de Janeiro;25;1;1;0;2;not acept;furnished;1864
Rio de Janeiro;60;2;1;1;3;not acept;not furnished;1864
São Paulo;62;3;1;1;1;acept;not furnished;1864
Porto Alegre;70;2;2;0;4;not acept;furnished;1865
São Paulo;70;2;1;1;7;acept;not furnished;1865
Belo Horizonte;75;3;1;1;4;acept;not furnished;1866
Campinas;70;2;1;1;3;acept;not furnished;1866
Porto Alegre;61;2;1;0;3;not acept;not furnished;1867
Rio de Janeiro;36;1;1;0;10;acept;not furnished;1867
São Paulo;50;2;1;1;7;not acept;not furnished;1867
São Paulo;70;3;1;1;2;acept;not furnished;1867
Belo Horizonte;32;1;1;0;0;not acept;furnished;1868
Belo Horizonte;100;3;2;1;1;acept;not furnished;1868
Porto Alegre;69;2;1;0;2;acept;not furnished;1868
Rio de Janeiro;35;1;1;0;5;acept;not furnished;1868
Campinas;170;3;2;2;0;acept;not furnished;1869
Porto Alegre;60;3;1;0;3;acept;not furnished;1869
São Paulo;38;1;1;0;2;not acept;not furnished;1869
São Paulo;33;1;1;0;16;acept;not furnished;1870
São Paulo;49;2;1;1;16;acept;not furnished;1870
Rio de Janeiro;32;1;1;0;10;acept;not furnished;1871
São Paulo;22;1;1;0;7;acept;not furnished;1871
São Paulo;62;2;1;1;1;acept;furnished;1871
Porto Alegre;42;1;1;0;15;acept;not furnished;1872
Rio de Janeiro;50;2;2;1;6;acept;not furnished;1872
São Paulo;45;2;1;1;14;acept;not furnished;1872
Belo Horizonte;88;3;2;1;2;acept;not furnished;1873
Belo Horizonte;160;3;3;2;2;acept;not furnished;1873
São Paulo;76;2;2;1;6;not acept;not furnished;1873
Porto Alegre;66;2;2;0;4;acept;not furnished;1874
Rio de Janeiro;50;1;1;0;0;acept;not furnished;1874
São Paulo;30;1;1;0;2;acept;not furnished;1874
São Paulo;53;2;1;1;7;not acept;not furnished;1876
Rio de Janeiro;55;2;2;1;13;acept;not furnished;1878
São Paulo;18;1;1;1;3;not acept;not furnished;1878
São Paulo;55;2;1;1;4;acept;not furnished;1879
Belo Horizonte;88;2;3;2;8;not acept;not furnished;1880
Rio de Janeiro;23;1;1;0;5;not acept;not furnished;1880
Belo Horizonte;110;4;2;0;0;acept;not furnished;1881
Rio de Janeiro;49;1;1;0;2;acept;not furnished;1881
Porto Alegre;67;3;2;1;1;acept;not furnished;1882
São Paulo;60;2;1;1;8;acept;not furnished;1882
Porto Alegre;90;4;2;0;0;not acept;not furnished;1883
Belo Horizonte;80;2;2;1;4;acept;not furnished;1885
Belo Horizonte;400;3;2;1;0;acept;not furnished;1885
São Paulo;55;2;1;0;5;not acept;not furnished;1885
São Paulo;92;3;1;0;1;not acept;furnished;1885
Belo Horizonte;115;2;2;1;2;not acept;not furnished;1887
Rio de Janeiro;16;1;1;0;9;acept;furnished;1888
Campinas;76;3;1;1;2;acept;not furnished;1889
Rio de Janeiro;40;1;1;0;4;acept;furnished;1889
São Paulo;50;2;1;1;24;acept;not furnished;1889
São Paulo;200;1;1;3;0;acept;not furnished;1889
Belo Horizonte;90;3;2;0;2;not acept;not furnished;1890
Belo Horizonte;120;4;2;0;1;acept;not furnished;1890
São Paulo;37;1;1;0;10;acept;not furnished;1890
São Paulo;55;2;1;0;1;acept;not furnished;1890
Porto Alegre;80;2;2;0;8;acept;not furnished;1891
Rio de Janeiro;46;2;1;0;3;not acept;not furnished;1891
Rio de Janeiro;80;3;2;0;4;acept;not furnished;1891
Rio de Janeiro;38;1;1;1;3;acept;not furnished;1892
Rio de Janeiro;500;2;5;5;0;not acept;not furnished;1892
Belo Horizonte;75;3;2;1;5;acept;not furnished;1894
São Paulo;50;2;1;0;12;acept;not furnished;1895
Belo Horizonte;65;2;2;1;2;acept;not furnished;1896
Belo Horizonte;93;3;3;2;1;not acept;not furnished;1896
Porto Alegre;69;2;2;0;3;acept;not furnished;1896
Rio de Janeiro;28;1;1;0;12;acept;not furnished;1896
Belo Horizonte;55;2;1;1;2;not acept;furnished;1897
Porto Alegre;60;2;2;1;4;acept;not furnished;1897
Porto Alegre;71;3;2;1;4;acept;not furnished;1897
São Paulo;52;2;1;1;7;acept;not furnished;1897
São Paulo;52;2;1;0;7;acept;not furnished;1897
São Paulo;72;2;1;0;1;acept;not furnished;1897
Belo Horizonte;80;2;1;0;2;acept;not furnished;1899
Rio de Janeiro;100;2;2;1;0;acept;not furnished;1899
São Paulo;68;3;1;1;9;acept;not furnished;1899
Rio de Janeiro;60;2;1;0;0;acept;not furnished;1900
São Paulo;41;1;1;0;12;acept;not furnished;1900
São Paulo;49;2;1;1;17;not acept;furnished;1901
Porto Alegre;90;2;1;1;2;acept;not furnished;1902
São Paulo;68;3;1;2;4;acept;not furnished;1904
Belo Horizonte;61;3;1;1;2;acept;not furnished;1905
Belo Horizonte;100;3;1;1;2;acept;not furnished;1905
Rio de Janeiro;80;3;1;0;2;acept;not furnished;1905
São Paulo;54;2;1;1;5;acept;furnished;1906
São Paulo;100;2;2;0;1;not acept;not furnished;1907
Porto Alegre;38;1;1;1;8;acept;not furnished;1908
Porto Alegre;100;3;1;1;3;acept;not furnished;1908
Rio de Janeiro;70;3;2;1;6;acept;not furnished;1908
São Paulo;80;2;3;1;5;acept;not furnished;1908
São Paulo;70;2;2;0;0;acept;not furnished;1909
São Paulo;73;2;1;1;8;acept;not furnished;1909
Rio de Janeiro;90;3;1;0;2;acept;not furnished;1910
Rio de Janeiro;75;2;1;1;4;acept;furnished;1911
São Paulo;60;2;1;1;11;acept;not furnished;1911
São Paulo;115;2;1;1;0;acept;not furnished;1911
Belo Horizonte;80;3;2;0;5;not acept;not furnished;1912
Porto Alegre;68;2;1;1;5;acept;not furnished;1912
São Paulo;50;2;1;1;10;acept;not furnished;1912
Belo Horizonte;60;2;1;1;11;acept;not furnished;1914
Campinas;60;2;1;1;3;acept;not furnished;1914
Campinas;70;2;2;1;9;acept;not furnished;1915
Rio de Janeiro;65;2;1;1;3;acept;not furnished;1915
São Paulo;55;2;1;2;4;not acept;not furnished;1915
São Paulo;70;2;1;0;1;acept;not furnished;1915
Porto Alegre;87;2;1;1;6;acept;furnished;1916
São Paulo;60;2;1;1;9;acept;not furnished;1916
Rio de Janeiro;60;2;1;0;2;acept;not furnished;1917
Rio de Janeiro;66;2;1;1;2;acept;not furnished;1917
São Paulo;50;1;1;0;1;acept;not furnished;1917
Rio de Janeiro;60;3;2;1;1;acept;furnished;1918
Porto Alegre;37;1;1;0;2;acept;not furnished;1919
Porto Alegre;70;2;1;0;3;acept;not furnished;1919
Belo Horizonte;90;2;1;1;4;acept;not furnished;1920
São Paulo;45;2;1;0;2;not acept;not furnished;1920
São Paulo;50;1;1;0;1;acept;not furnished;1920
São Paulo;52;2;1;1;7;acept;not furnished;1920
São Paulo;80;2;1;1;6;acept;not furnished;1920
Belo Horizonte;90;3;2;1;0;not acept;not furnished;1921
Porto Alegre;75;2;2;1;6;acept;not furnished;1921
Rio de Janeiro;55;1;2;1;2;acept;not furnished;1921
Belo Horizonte;76;3;2;1;3;acept;not furnished;1922
Porto Alegre;35;1;1;0;2;acept;furnished;1922
Campinas;136;3;2;1;6;acept;not furnished;1923
Porto Alegre;90;3;1;1;3;acept;not furnished;1923
São Paulo;106;2;1;0;2;acept;not furnished;1923
Rio de Janeiro;86;2;2;2;2;acept;not furnished;1924
São Paulo;50;2;1;0;10;acept;not furnished;1924
Belo Horizonte;47;2;1;1;6;acept;not furnished;1925
Porto Alegre;95;3;1;2;2;acept;not furnished;1925
São Paulo;31;1;1;0;16;not acept;not furnished;1925
Campinas;100;2;2;0;0;acept;not furnished;1926
Porto Alegre;63;2;1;1;5;not acept;furnished;1926
Porto Alegre;67;2;1;0;3;acept;not furnished;1926
Rio de Janeiro;55;2;1;1;10;acept;not furnished;1926
Campinas;67;2;2;2;12;acept;not furnished;1928
São Paulo;25;1;1;0;14;acept;not furnished;1928
Campinas;71;2;1;1;3;acept;not furnished;1929
São Paulo;35;1;1;0;0;not acept;not furnished;1929
São Paulo;64;2;1;1;2;acept;not furnished;1929
Rio de Janeiro;44;1;1;0;5;acept;not furnished;1930
São Paulo;65;2;2;1;14;not acept;not furnished;1930
Porto Alegre;37;1;1;0;4;acept;not furnished;1931
Porto Alegre;117;3;1;1;3;acept;not furnished;1931
Campinas;60;2;1;1;2;acept;not furnished;1932
São Paulo;25;1;1;0;9;acept;furnished;1933
São Paulo;70;3;1;1;1;acept;not furnished;1933
Porto Alegre;44;1;1;1;7;acept;not furnished;1934
Porto Alegre;66;2;1;0;1;acept;not furnished;1934
São Paulo;62;2;1;1;12;not acept;furnished;1936
Porto Alegre;42;2;1;1;2;acept;not furnished;1937
Porto Alegre;62;2;1;1;7;not acept;not furnished;1937
São Paulo;38;1;1;0;3;not acept;not furnished;1937
São Paulo;90;1;1;0;1;not acept;not furnished;1937
São Paulo;120;3;2;1;0;acept;not furnished;1937
São Paulo;185;2;2;2;0;not acept;not furnished;1937
Porto Alegre;71;2;1;0;0;acept;not furnished;1938
Porto Alegre;83;2;2;1;5;acept;not furnished;1938
Porto Alegre;83;2;2;1;7;acept;not furnished;1938
São Paulo;24;1;1;0;2;not acept;not furnished;1938
São Paulo;35;1;1;0;6;acept;not furnished;1938
São Paulo;43;1;1;0;4;acept;not furnished;1938
Rio de Janeiro;28;1;1;0;16;acept;not furnished;1939
São Paulo;102;2;1;0;1;acept;not furnished;1939
Porto Alegre;49;2;1;0;4;acept;not furnished;1940
São Paulo;53;1;1;0;2;not acept;not furnished;1940
São Paulo;53;1;1;0;3;not acept;not furnished;1940
São Paulo;56;2;1;1;7;acept;not furnished;1940
São Paulo;58;2;1;0;13;acept;not furnished;1940
Belo Horizonte;80;3;1;1;12;acept;not furnished;1941
Belo Horizonte;100;3;1;2;3;acept;not furnished;1941
Belo Horizonte;118;3;2;0;1;not acept;not furnished;1941
Porto Alegre;70;2;1;0;1;acept;furnished;1942
Rio de Janeiro;90;3;2;1;17;acept;not furnished;1943
São Paulo;50;2;1;1;5;acept;not furnished;1943
Belo Horizonte;70;2;1;2;1;acept;not furnished;1944
Rio de Janeiro;69;2;1;1;9;acept;furnished;1944
Belo Horizonte;85;3;2;1;1;acept;not furnished;1945
Porto Alegre;80;2;1;1;1;acept;not furnished;1945
Rio de Janeiro;25;1;1;0;1;acept;furnished;1945
Belo Horizonte;65;2;2;3;7;acept;not furnished;1946
São Paulo;58;2;1;1;3;acept;furnished;1946
Belo Horizonte;100;3;1;0;13;not acept;not furnished;1947
São Paulo;60;2;1;1;5;acept;not furnished;1947
Porto Alegre;88;2;2;2;1;acept;not furnished;1948
Rio de Janeiro;35;1;1;0;1;acept;furnished;1948
Rio de Janeiro;80;2;2;2;12;acept;not furnished;1948
São Paulo;72;2;1;1;7;acept;not furnished;1948
Porto Alegre;50;2;1;0;13;acept;furnished;1950
Belo Horizonte;120;3;2;2;4;not acept;not furnished;1951
São Paulo;52;2;1;1;9;not acept;not furnished;1951
Belo Horizonte;64;2;2;1;11;acept;not furnished;1952
Rio de Janeiro;66;2;1;1;3;not acept;not furnished;1952
São Paulo;30;1;1;0;7;not acept;not furnished;1952
São Paulo;48;2;1;1;3;acept;not furnished;1952
Belo Horizonte;112;2;3;2;10;acept;not furnished;1953
São Paulo;44;1;1;0;0;acept;furnished;1953
São Paulo;80;2;2;2;0;acept;not furnished;1953
São Paulo;105;2;1;0;0;acept;not furnished;1953
Porto Alegre;55;2;1;0;4;acept;not furnished;1954
Rio de Janeiro;30;1;1;0;14;acept;furnished;1954
São Paulo;54;2;1;1;7;not acept;not furnished;1954
São Paulo;36;1;1;0;8;not acept;not furnished;1955
São Paulo;45;2;1;1;17;acept;not furnished;1955
Rio de Janeiro;65;2;2;0;2;not acept;not furnished;1956
São Paulo;30;1;1;1;9;acept;not furnished;1956
São Paulo;60;2;1;0;0;acept;not furnished;1956
São Paulo;80;2;2;1;2;acept;not furnished;1956
Porto Alegre;52;2;1;0;2;acept;not furnished;1957
Rio de Janeiro;70;2;1;0;3;not acept;not furnished;1957
Belo Horizonte;60;1;1;1;8;acept;furnished;1958
Porto Alegre;38;1;1;0;1;not acept;furnished;1958
Porto Alegre;56;2;2;1;3;acept;not furnished;1958
Belo Horizonte;85;3;1;1;1;not acept;not furnished;1959
Rio de Janeiro;50;2;2;1;5;acept;not furnished;1959
Rio de Janeiro;73;2;1;1;4;acept;not furnished;1960
Campinas;58;1;2;2;2;acept;not furnished;1961
Rio de Janeiro;60;2;2;1;12;acept;not furnished;1961
Porto Alegre;66;3;2;1;11;acept;not furnished;1962
São Paulo;120;3;2;1;0;acept;not furnished;1962
Porto Alegre;109;3;1;1;5;acept;not furnished;1963
Rio de Janeiro;30;1;1;0;1;acept;furnished;1963
Rio de Janeiro;30;1;1;0;8;not acept;furnished;1964
São Paulo;92;3;1;1;3;acept;not furnished;1965
Belo Horizonte;75;3;2;1;2;acept;not furnished;1966
Campinas;82;3;2;1;1;acept;not furnished;1966
Porto Alegre;50;1;1;0;2;acept;furnished;1966
São Paulo;62;3;1;1;10;acept;not furnished;1966
Belo Horizonte;95;3;2;2;2;not acept;not furnished;1967
Rio de Janeiro;60;2;1;0;6;acept;not furnished;1967
Rio de Janeiro;70;3;1;1;7;acept;not furnished;1967
São Paulo;47;2;1;1;1;not acept;not furnished;1968
Belo Horizonte;110;3;2;1;2;not acept;not furnished;1969
Rio de Janeiro;150;3;1;0;3;acept;not furnished;1970
São Paulo;45;2;1;1;12;acept;not furnished;1970
São Paulo;32;1;1;0;6;acept;not furnished;1971
São Paulo;33;1;1;0;12;acept;not furnished;1971
São Paulo;50;2;1;1;13;acept;not furnished;1971
São Paulo;60;2;1;0;0;acept;not furnished;1971
Porto Alegre;64;2;2;0;7;not acept;not furnished;1972
São Paulo;43;1;1;0;13;acept;not furnished;1972
Rio de Janeiro;60;2;1;1;3;acept;not furnished;1974
Campinas;45;1;1;1;17;acept;furnished;1975
Rio de Janeiro;29;1;1;0;2;acept;furnished;1975
Rio de Janeiro;61;2;1;0;3;acept;not furnished;1975
São Paulo;20;1;1;0;1;not acept;furnished;1975
Rio de Janeiro;68;3;2;1;14;acept;not furnished;1976
São Paulo;40;1;1;1;9;acept;furnished;1976
São Paulo;72;2;1;1;2;not acept;furnished;1978
Rio de Janeiro;51;1;1;1;4;acept;not furnished;1979
São Paulo;50;1;1;0;3;acept;not furnished;1979
Porto Alegre;45;1;1;0;4;acept;furnished;1980
Rio de Janeiro;77;2;1;0;5;acept;not furnished;1980
São Paulo;45;2;1;1;2;acept;not furnished;1980
Campinas;70;1;1;1;2;acept;furnished;1981
Rio de Janeiro;44;1;1;0;1;acept;furnished;1981
São Paulo;36;1;1;0;6;acept;not furnished;1981
São Paulo;70;2;1;0;0;acept;not furnished;1981
Rio de Janeiro;60;1;1;1;7;acept;not furnished;1982
Porto Alegre;65;2;2;0;5;not acept;not furnished;1983
Campinas;70;3;1;1;1;acept;not furnished;1984
Porto Alegre;64;2;1;0;4;not acept;furnished;1984
São Paulo;55;2;2;1;2;acept;not furnished;1984
Porto Alegre;61;2;1;1;2;acept;not furnished;1985
São Paulo;80;2;2;0;2;acept;not furnished;1985
Porto Alegre;80;2;2;0;0;acept;furnished;1987
São Paulo;50;2;1;1;2;acept;not furnished;1988
Belo Horizonte;96;3;2;2;1;not acept;not furnished;1989
Rio de Janeiro;40;1;1;0;3;acept;not furnished;1989
São Paulo;45;2;1;1;5;acept;not furnished;1989
São Paulo;46;2;1;0;1;acept;not furnished;1989
Campinas;54;2;1;1;13;acept;not furnished;1990
Campinas;68;2;1;1;1;acept;not furnished;1990
Campinas;75;3;1;2;3;acept;not furnished;1990
Porto Alegre;80;3;2;1;2;acept;not furnished;1990
Rio de Janeiro;93;3;1;0;0;acept;not furnished;1990
São Paulo;58;2;1;1;1;acept;not furnished;1990
São Paulo;70;2;2;1;1;not acept;not furnished;1990
Rio de Janeiro;64;1;1;0;7;acept;not furnished;1991
Campinas;110;3;1;2;0;acept;not furnished;1993
Belo Horizonte;21;1;1;1;2;not acept;not furnished;1994
Campinas;48;2;1;1;8;acept;not furnished;1994
Campinas;85;2;2;1;3;acept;not furnished;1994
São Paulo;30;1;1;0;2;acept;not furnished;1995
São Paulo;65;2;1;0;0;acept;not furnished;1995
São Paulo;100;3;1;0;3;acept;not furnished;1995
São Paulo;36;1;1;0;10;acept;furnished;1996
Campinas;110;3;1;1;13;acept;not furnished;1997
São Paulo;40;1;1;1;1;acept;not furnished;1997
Rio de Janeiro;138;2;1;0;3;acept;not furnished;1998
São Paulo;52;2;1;1;7;acept;not furnished;1998
São Paulo;60;2;2;0;0;acept;not furnished;1998
São Paulo;65;2;2;1;0;not acept;not furnished;1998
Rio de Janeiro;40;2;1;0;2;acept;not furnished;1999
São Paulo;45;2;1;1;11;acept;not furnished;1999
São Paulo;60;3;1;1;4;acept;not furnished;1999
São Paulo;100;2;2;1;0;acept;not furnished;2000
São Paulo;48;2;1;1;10;acept;not furnished;2001
São Paulo;50;2;1;1;15;acept;not furnished;2001
Porto Alegre;42;1;1;2;2;acept;furnished;2003
Porto Alegre;88;1;2;2;3;acept;not furnished;2004
Rio de Janeiro;57;2;1;0;7;acept;not furnished;2004
São Paulo;55;2;2;2;6;acept;not furnished;2004
São Paulo;60;2;1;1;4;acept;not furnished;2004
Belo Horizonte;66;2;1;1;1;not acept;not furnished;2005
Belo Horizonte;105;3;2;2;4;not acept;not furnished;2005
Campinas;54;1;1;1;9;acept;not furnished;2005
Rio de Janeiro;58;2;2;1;3;acept;not furnished;2005
Rio de Janeiro;68;2;1;0;5;acept;not furnished;2006
Campinas;75;2;1;1;2;acept;not furnished;2007
Rio de Janeiro;25;1;1;0;3;not acept;not furnished;2007
Belo Horizonte;103;3;2;1;3;not acept;not furnished;2009
Campinas;87;3;1;1;6;acept;not furnished;2010
Porto Alegre;59;2;2;1;2;acept;not furnished;2010
Porto Alegre;114;3;1;0;3;acept;not furnished;2010
São Paulo;59;2;1;1;12;acept;not furnished;2010
São Paulo;40;1;1;0;1;not acept;not furnished;2011
Campinas;77;2;2;1;9;acept;not furnished;2012
São Paulo;67;2;1;1;7;acept;not furnished;2012
São Paulo;100;2;1;1;0;acept;not furnished;2013
Porto Alegre;260;2;2;1;3;not acept;not furnished;2014
São Paulo;59;2;1;1;1;acept;not furnished;2014
Belo Horizonte;83;4;2;2;4;acept;not furnished;2015
São Paulo;61;1;1;0;9;not acept;not furnished;2015
São Paulo;61;3;2;0;0;acept;not furnished;2016
São Paulo;70;3;1;1;1;acept;not furnished;2016
Belo Horizonte;69;3;2;1;8;not acept;not furnished;2017
Campinas;70;2;1;1;7;acept;not furnished;2017
Porto Alegre;43;2;1;0;6;not acept;not furnished;2017
São Paulo;59;2;1;1;9;acept;furnished;2017
São Paulo;73;2;1;1;2;acept;not furnished;2017
Campinas;87;3;2;1;4;acept;not furnished;2018
Porto Alegre;46;1;1;1;5;not acept;not furnished;2018
Rio de Janeiro;62;2;1;0;3;acept;not furnished;2018
São Paulo;54;2;1;1;1;acept;furnished;2018
São Paulo;73;2;1;1;4;acept;not furnished;2018
São Paulo;50;2;1;1;1;acept;not furnished;2019
São Paulo;68;1;1;0;3;acept;not furnished;2020
São Paulo;93;3;1;2;8;acept;not furnished;2020
